layer,group,C,tensor_max,outlier_ratio,kurtosis,frac_outlier_ch
backbone.decoder_layers.0.blocks.0.mlp.fc2,decoder/mlp,8192,11.19,3.1,37.8,0
backbone.encoder_layers.1.blocks.4.attn.proj,encoder/attn,1024,11,3.061,10.33,0
backbone.encoder_layers.2.blocks.1.mlp.fc2,encoder/mlp,8192,9.25,3.052,87.73,0
backbone.encoder_layers.2.blocks.3.attn.proj,encoder/attn,2048,9.75,3.044,8.742,0
backbone.encoder_layers.2.blocks.0.mlp.fc2,encoder/mlp,8192,9.688,3.01,33.34,0
backbone.decoder_layers.1.blocks.4.attn.proj,decoder/attn,1024,9,2.954,9.52,0
backbone.decoder_layers.0.blocks.0.attn.proj,decoder/attn,2048,10.56,2.939,10.22,0
backbone.decoder_layers.1.blocks.1.attn.proj,decoder/attn,1024,6.906,2.927,13.77,0
backbone.encoder_layers.2.blocks.4.mlp.fc2,encoder/mlp,8192,9.375,2.927,116,0
backbone.decoder_layers.1.upsample.lin1,decoder/misc,1024,10.73,2.9,14.56,0
backbone.encoder_layers.1.blocks.1.attn.proj,encoder/attn,1024,14.56,2.894,9.461,0
backbone.decoder_layers.1.blocks.5.mlp.fc2,decoder/mlp,4096,6.906,2.889,53.08,0
backbone.decoder_layers.0.blocks.7.mlp.fc2,decoder/mlp,8192,11.5,2.875,61.2,0
backbone.decoder_layers.1.blocks.1.mlp.fc2,decoder/mlp,4096,5.25,2.847,33.21,0
backbone.encoder_layers.2.blocks.7.attn.proj,encoder/attn,2048,9.688,2.844,11.82,0
backbone.encoder_layers.2.blocks.4.attn.proj,encoder/attn,2048,9.125,2.835,10.94,0
backbone.encoder_layers.2.blocks.5.attn.proj,encoder/attn,2048,9,2.783,10.23,0
backbone.decoder_layers.2.blocks.1.attn.proj,decoder/attn,512,37.75,2.771,9.037,0
backbone.decoder_layers.0.blocks.1.attn.proj,decoder/attn,2048,11.81,2.759,9.7,0
backbone.decoder_layers.0.blocks.4.attn.proj,decoder/attn,2048,12.81,2.733,7.541,0
backbone.decoder_layers.0.blocks.5.mlp.fc2,decoder/mlp,8192,10.75,2.719,36.96,0
backbone.encoder_layers.2.blocks.7.mlp.fc2,encoder/mlp,8192,8.875,2.718,90.8,0
backbone.decoder_layers.0.blocks.2.mlp.fc2,decoder/mlp,8192,10.06,2.706,41.23,0
backbone.decoder_layers.0.blocks.3.mlp.fc2,decoder/mlp,8192,10.44,2.704,40.41,0
backbone.decoder_layers.1.blocks.6.attn.proj,decoder/attn,1024,11.75,2.667,8.639,0
backbone.decoder_layers.1.blocks.0.attn.proj,decoder/attn,1024,7.094,2.655,10.68,0
backbone.encoder_layers.2.blocks.0.attn.proj,encoder/attn,2048,8.5,2.615,7.525,0
backbone.decoder_layers.1.upsample.lin2,decoder/misc,512,8.167,2.608,5.533,0
backbone.decoder_layers.0.blocks.1.mlp.fc2,decoder/mlp,8192,9.688,2.605,81.44,0
backbone.decoder_layers.0.blocks.3.attn.proj,decoder/attn,2048,11.75,2.593,6.625,0
backbone.decoder_layers.1.blocks.3.attn.proj,decoder/attn,1024,6.938,2.581,12.04,0
backbone.decoder_layers.1.blocks.2.attn.proj,decoder/attn,1024,6.312,2.573,11.01,0
backbone.decoder_layers.1.blocks.2.mlp.fc2,decoder/mlp,4096,5.156,2.538,18.72,0
backbone.decoder_layers.1.blocks.4.mlp.fc2,decoder/mlp,4096,5.781,2.534,33.06,0
backbone.encoder_layers.2.blocks.1.attn.proj,encoder/attn,2048,8.125,2.512,7.092,0
backbone.decoder_layers.1.blocks.8.attn.proj,decoder/attn,1024,14.5,2.508,8.682,0
backbone.encoder_layers.1.blocks.9.attn.proj,encoder/attn,1024,15.56,2.478,8.917,0
backbone.decoder_layers.1.blocks.3.mlp.fc2,decoder/mlp,4096,5.281,2.467,24.15,0
backbone.encoder_layers.2.blocks.6.attn.proj,encoder/attn,2048,8.188,2.426,9.072,0
backbone.decoder_layers.0.blocks.6.mlp.fc2,decoder/mlp,8192,9.75,2.4,44.8,0
backbone.encoder_layers.0.blocks.5.attn.proj,encoder/attn,512,9.375,2.381,18.56,0
backbone.decoder_layers.0.blocks.6.attn.proj,decoder/attn,2048,13.44,2.376,6.772,0
decoder.level_decoder.layers.0.0.to_out,decoder/misc,1024,93.46,2.347,4.703,0
backbone.decoder_layers.0.blocks.5.attn.proj,decoder/attn,2048,12.62,2.322,6.245,0
backbone.encoder_layers.1.blocks.8.attn.proj,encoder/attn,1024,12.5,2.299,7.321,0
backbone.decoder_layers.1.blocks.5.attn.proj,decoder/attn,1024,8.188,2.298,9.466,0
backbone.decoder_layers.0.blocks.7.attn.proj,decoder/attn,2048,13.5,2.25,6.251,0
encoder.level_agg.layers.0.0.to_kv,encoder/misc,512,30.52,2.214,5.015,0
backbone.encoder_layers.1.blocks.6.attn.proj,encoder/attn,1024,8.938,2.2,7.083,0
backbone.encoder_layers.1.blocks.7.attn.proj,encoder/attn,1024,10.94,2.121,7.199,0
backbone.encoder_layers.1.blocks.5.attn.proj,encoder/attn,1024,8.938,2.119,6.94,0
backbone.encoder_layers.1.blocks.3.attn.proj,encoder/attn,1024,7.75,2.084,7.125,0
backbone.decoder_layers.2.blocks.4.attn.proj,decoder/attn,512,43.5,2.084,8.074,0
backbone.decoder_layers.2.blocks.0.attn.proj,decoder/attn,512,45,2.069,6.803,0
backbone.decoder_layers.2.blocks.3.attn.proj,decoder/attn,512,30,1.967,8.064,0
backbone.decoder_layers.2.blocks.5.attn.proj,decoder/attn,512,31.12,1.886,7.549,0
encoder.lead_time_embed,encoder/misc,512,1,1.42,1.541,0
backbone.time_mlp.0,backbone/mlp,512,1,1.42,1.541,0
encoder.atmos_levels_embed,encoder/misc,512,1,1.004,1.556,0
decoder.atmos_levels_embed,decoder/misc,1024,1,1.004,1.567,0
encoder.absolute_time_embed,encoder/misc,512,1,1.001,1.51,0
encoder.pos_embed,encoder/misc,512,1,1,1.501,0
encoder.scale_embed,encoder/misc,512,1,1,1.698,0
